order_id,product,region,salesperson,quantity,unit_price,month,total_amount
480,Keyboard,South,SP4,16.0,60.0,Jul,960.0
481,Mouse,North,SP3,7.0,200.0,Aug,1400.0
482,Monitor,North,SP3,5.0,60.0,Feb,300.0
483,Laptop,West,SP3,9.0,60.0,Jun,540.0
484,Printer,North,SP2,1.0,25.0,Dec,25.0
485,Mouse,South,SP4,11.0,500.0,Jun,5500.0
486,Keyboard,South,SP2,5.0,25.0,Jul,125.0
487,Laptop,North,SP5,12.0,500.0,Mar,6000.0
488,Mouse,East,SP1,19.0,500.0,Nov,9500.0
489,Monitor,East,SP3,1.0,40.0,Jan,40.0
490,Keyboard,East,SP1,18.0,500.0,Feb,9000.0
491,Laptop,North,SP1,16.0,500.0,Apr,8000.0
492,Mouse,West,SP1,11.0,100.0,Oct,1100.0
493,Keyboard,North,SP5,16.0,25.0,Feb,400.0
494,Keyboard,South,SP4,19.0,40.0,Apr,760.0
495,Keyboard,West,SP5,2.0,500.0,Nov,1000.0
496,Keyboard,East,SP4,9.0,500.0,Nov,4500.0
497,Mouse,West,SP3,13.0,200.0,Jan,2600.0
498,Keyboard,North,SP2,5.0,100.0,Jan,500.0
499,Mouse,West,SP3,12.0,25.0,Sep,300.0
500,Keyboard,East,SP3,4.0,25.0,Dec,100.0
